data_source_agency_code,sample_year,species_name,data_type_name,statistical_area_code,pfmc_area_code,mfbds_v_sample.punch_card_area_code,mfbds_v_fish.punch_card_area_code,stock_region,CountOffish_length,CountOffish_weight,CountOfsex_code,CountOfbest_age,CountOfage_structure,age_structure_name
WDFW,2017,Silvergrey Rockfish,Commercial,15,3B,,,"Coastal, WA ",3,3,3,0,3,Otolith
WDFW,2017,Silvergrey Rockfish,Commercial,16,3A,,,"Coastal, WA ",10,5,10,0,10,Otolith
WDFW,2017,Silvergrey Rockfish,Commercial,17,3A,,,"Coastal, WA ",2,0,2,0,2,Otolith
WDFW,2017,Silvergrey Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",3,0,3,0,3,Otolith
WDFW,2017,Silvergrey Rockfish,Commercial,34,2B,,,"U.S. Coastal, Non-WA",2,0,2,0,2,Otolith
WDFW,2017,Silvergrey Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,1,Otolith
WDFW,2017,Soupfin Shark,Commercial,16,3A,,,"Coastal, WA ",2,2,2,0,0,No age structure taken
WDFW,2017,Spiny Dogfish,Commercial,12,3B,,,"Coastal, WA ",25,0,25,0,25,Second dorsal spine
WDFW,2017,Spiny Dogfish,Commercial,13,3C,,,"Coastal, WA ",75,0,75,0,75,Second dorsal spine
WDFW,2017,Spiny Dogfish,Commercial,14,3B,,,"Coastal, WA ",25,0,25,0,25,Second dorsal spine
WDFW,2017,Spiny Dogfish,Commercial,15,3B,,,"Coastal, WA ",50,0,50,0,50,Second dorsal spine
WDFW,2017,Spiny Dogfish,Commercial,34,3B,,,"Coastal, WA ",25,0,25,0,25,Second dorsal spine
WDFW,2017,Splitnose Rockfish,Commercial,12,3B,,,"Coastal, WA ",3,0,3,0,3,Otolith
WDFW,2017,Splitnose Rockfish,Commercial,13,3C,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2017,Splitnose Rockfish,Commercial,13,3C,,,"Coastal, WA ",4,0,4,0,4,Otolith
WDFW,2017,Splitnose Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",1,0,1,0,1,Otolith
WDFW,2017,Splitnose Rockfish,Commercial,34,2B,,,"U.S. Coastal, Non-WA",1,0,1,0,1,Otolith
WDFW,2017,Splitnose Rockfish,Commercial,,,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2017,Splitnose Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",2,0,2,0,2,Otolith
WDFW,2017,Walleye Pollock,Commercial,13,3C,,,"Coastal, WA ",52,0,52,0,52,Otolith
WDFW,2017,Widow Rockfish,Commercial,12,3B,,,"Coastal, WA ",25,0,25,0,0,No age structure taken
WDFW,2017,Widow Rockfish,Commercial,12,3B,,,"Coastal, WA ",108,5,108,108,108,Otolith
WDFW,2017,Widow Rockfish,Commercial,13,3C,,,"Coastal, WA ",140,11,140,138,140,Otolith
WDFW,2017,Widow Rockfish,Commercial,14,3B,,,"Coastal, WA ",69,8,69,69,69,Otolith
WDFW,2017,Widow Rockfish,Commercial,15,3B,,,"Coastal, WA ",160,8,160,160,160,Otolith
WDFW,2017,Widow Rockfish,Commercial,16,3A,,,"Coastal, WA ",67,0,67,67,67,Otolith
WDFW,2017,Widow Rockfish,Commercial,17,3A,,,"Coastal, WA ",273,30,273,272,273,Otolith
WDFW,2017,Widow Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",18,0,18,18,18,Otolith
WDFW,2017,Yelloweye Rockfish,Commercial,12,3B,,,"Coastal, WA ",1,0,1,1,1,Otolith
WDFW,2017,Yelloweye Rockfish,Commercial,13,3C,,,"Coastal, WA ",21,6,21,19,21,Otolith
WDFW,2017,Yelloweye Rockfish,Commercial,29,4A,,,"Puget Sound, WA",1,0,1,1,1,Otolith
WDFW,2017,Yelloweye Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",1,0,1,1,1,Otolith
WDFW,2017,Yellowmouth Rockfish,Commercial,13,3C,,,"Coastal, WA ",3,0,3,0,3,Otolith
WDFW,2017,Yellowmouth Rockfish,Commercial,16,3A,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2017,Yellowmouth Rockfish,Commercial,32,2C,,,"U.S. Coastal, Non-WA",4,0,4,0,4,Otolith
WDFW,2017,Yellowmouth Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,1,Otolith
WDFW,2017,Yellowtail Rockfish,Commercial,12,3B,,,"Coastal, WA ",257,7,257,0,0,No age structure taken
WDFW,2017,Yellowtail Rockfish,Commercial,12,3B,,,"Coastal, WA ",720,11,720,690,720,Otolith
WDFW,2017,Yellowtail Rockfish,Commercial,13,3C,,,"Coastal, WA ",153,0,153,0,0,No age structure taken
WDFW,2017,Yellowtail Rockfish,Commercial,13,3C,,,"Coastal, WA ",214,8,214,212,214,Otolith
WDFW,2017,Yellowtail Rockfish,Commercial,14,3B,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2017,Yellowtail Rockfish,Commercial,14,3B,,,"Coastal, WA ",156,8,156,155,156,Otolith
WDFW,2017,Yellowtail Rockfish,Commercial,15,3B,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2017,Yellowtail Rockfish,Commercial,15,3B,,,"Coastal, WA ",160,6,160,159,160,Otolith
WDFW,2017,Yellowtail Rockfish,Commercial,16,3A,,,"Coastal, WA ",150,0,150,0,0,No age structure taken
WDFW,2017,Yellowtail Rockfish,Commercial,16,3A,,,"Coastal, WA ",100,0,100,100,100,Otolith
WDFW,2017,Yellowtail Rockfish,Commercial,17,3A,,,"Coastal, WA ",150,0,150,0,0,No age structure taken
WDFW,2017,Yellowtail Rockfish,Commercial,17,3A,,,"Coastal, WA ",218,0,218,217,218,Otolith
WDFW,2017,Yellowtail Rockfish,Commercial,29,4A,,,"Puget Sound, WA",1,0,1,1,1,Otolith
WDFW,2017,Yellowtail Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",1,0,1,0,0,No age structure taken
WDFW,2017,Yellowtail Rockfish,Commercial,,,,,"Coastal, WA and Non-WA",49,0,49,49,49,Otolith
WDFW,2018,Aleutian Skate,Commercial,,3C,,,"Coastal, WA ",1,1,1,0,0,No age structure taken
WDFW,2018,Aleutian Skate,Commercial,,3C-S,,,"Coastal, WA ",4,4,4,0,0,No age structure taken
WDFW,2018,Arrowtooth Flounder,Commercial,13,3C,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2018,Arrowtooth Flounder,Commercial,,2C,,,"U.S. Coastal, Non-WA",2,0,2,0,2,Otolith
WDFW,2018,Arrowtooth Flounder,Commercial,,3B,,,"Coastal, WA ",51,1,51,0,51,Otolith
WDFW,2018,Arrowtooth Flounder,Commercial,,3C,,,"Coastal, WA ",150,0,150,0,0,No age structure taken
WDFW,2018,Arrowtooth Flounder,Commercial,,3C,,,"Coastal, WA ",150,0,150,0,150,Otolith
WDFW,2018,Arrowtooth Flounder,Commercial,,3C-S,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2018,Arrowtooth Flounder,Commercial,,3C-S,,,"Coastal, WA ",200,0,200,0,200,Otolith
WDFW,2018,Aurora Rockfish,Commercial,,3A,,,"Coastal, WA ",37,0,37,0,37,Otolith
WDFW,2018,Aurora Rockfish,Commercial,,3B,,,"Coastal, WA ",50,25,50,0,50,Otolith
WDFW,2018,Aurora Rockfish,Commercial,,3C,,,"Coastal, WA ",13,0,13,0,13,Otolith
WDFW,2018,Aurora Rockfish,Commercial,,3C-S,,,"Coastal, WA ",2,0,2,0,2,Otolith
WDFW,2018,Big Skate,Commercial,,3A,,,"Coastal, WA ",16,16,16,16,16,Vertebra
WDFW,2018,Big Skate,Commercial,,3A,,,"U.S. Coastal, Non-WA",1,1,1,1,1,Vertebra
WDFW,2018,Big Skate,Commercial,,3B,,,"Coastal, WA ",16,16,16,16,16,Vertebra
WDFW,2018,Big Skate,Commercial,,3C,,,"Coastal, WA ",3,3,3,0,0,No age structure taken
WDFW,2018,Big Skate,Commercial,,3C-S,,,"Coastal, WA ",59,59,59,59,59,Vertebra
WDFW,2018,Big Skate,Commercial,,,,,"U.S. Coastal, Non-WA",2,0,2,0,0,No age structure taken
WDFW,2018,Big Skate,Commercial,,,,,"U.S. Coastal, Non-WA",2,2,2,1,2,Vertebra
WDFW,2018,Blackgill Rockfish,Commercial,,3A,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2018,Blackgill Rockfish,Commercial,,3C,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2018,Blackgill Rockfish,Commercial,,3C-S,,,"Coastal, WA ",1,1,1,0,1,Otolith
WDFW,2018,Black Hagfish,Commercial,,3B,,,"Coastal, WA ",101,101,101,0,0,No age structure taken
WDFW,2018,Black (Roughtail) Skate,Commercial,,3C-S,,,"Coastal, WA ",3,3,3,0,0,No age structure taken
WDFW,2018,Blackspotted Rockfish,Commercial,,2C,,,"U.S. Coastal, Non-WA",1,1,1,0,1,Otolith
WDFW,2018,Blackspotted Rockfish,Commercial,,3A,,,"Coastal, WA ",10,0,10,0,10,Otolith
WDFW,2018,Blackspotted Rockfish,Commercial,,3B,,,"Coastal, WA ",6,0,6,0,6,Otolith
WDFW,2018,Blackspotted Rockfish,Commercial,,3C,,,"Coastal, WA ",15,1,15,0,15,Otolith
WDFW,2018,Blackspotted Rockfish,Commercial,,3C-S,,,"Coastal, WA ",3,2,3,0,3,Otolith
WDFW,2018,Blackspotted Rockfish,Commercial,,,,,"U.S. Coastal, Non-WA",8,1,8,0,8,Otolith
WDFW,2018,Bocaccio,Commercial,,3A,,,"Coastal, WA ",50,24,50,0,50,Otolith
WDFW,2018,Bocaccio,Commercial,,3B,,,"Coastal, WA ",47,16,47,0,47,Otolith
WDFW,2018,Bocaccio,Commercial,,3C,,,"Coastal, WA ",5,1,5,0,5,Otolith
WDFW,2018,Bocaccio,Commercial,,3C-S,,,"Coastal, WA ",67,2,67,0,67,Otolith
WDFW,2018,Bocaccio,Commercial,,,,,"U.S. Coastal, Non-WA",2,0,2,0,2,Otolith
WDFW,2018,Canary Rockfish,Commercial,13,3C,,,"Coastal, WA ",23,0,23,0,0,No age structure taken
WDFW,2018,Canary Rockfish,Commercial,,3A,,,"Coastal, WA ",131,15,131,106,131,Otolith
WDFW,2018,Canary Rockfish,Commercial,,3B,,,"Coastal, WA ",243,2,243,221,243,Otolith
WDFW,2018,Canary Rockfish,Commercial,,3C,,,"Coastal, WA ",103,0,103,38,103,Otolith
WDFW,2018,Canary Rockfish,Commercial,,3C-S,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2018,Canary Rockfish,Commercial,,3C-S,,,"Coastal, WA ",294,0,294,291,294,Otolith
WDFW,2018,Canary Rockfish,Commercial,,,,,"U.S. Coastal, Non-WA",30,0,30,28,30,Otolith
WDFW,2018,Chilipepper,Commercial,,2C,,,"U.S. Coastal, Non-WA",1,1,1,0,1,Otolith
WDFW,2018,Chilipepper,Commercial,,3A,,,"Coastal, WA ",1,1,1,0,1,Otolith
WDFW,2018,Chilipepper,Commercial,,,,,"U.S. Coastal, Non-WA",3,0,3,0,3,Otolith
WDFW,2018,Darkblotched Rockfish,Commercial,13,3C,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2018,Darkblotched Rockfish,Commercial,,3A,,,"Coastal, WA ",64,0,64,0,0,No age structure taken
WDFW,2018,Darkblotched Rockfish,Commercial,,3A,,,"Coastal, WA ",143,36,143,0,143,Otolith
WDFW,2018,Darkblotched Rockfish,Commercial,,3B,,,"Coastal, WA ",1,1,1,0,0,No age structure taken
WDFW,2018,Darkblotched Rockfish,Commercial,,3B,,,"Coastal, WA ",86,5,86,0,86,Otolith
WDFW,2018,Darkblotched Rockfish,Commercial,,3C,,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2018,Darkblotched Rockfish,Commercial,,3C,,,"Coastal, WA ",85,3,85,0,85,Otolith
WDFW,2018,Darkblotched Rockfish,Commercial,,3C-S,,,"Coastal, WA ",140,0,140,0,140,Otolith
WDFW,2018,Darkblotched Rockfish,Commercial,,,,,"U.S. Coastal, Non-WA",22,9,22,0,22,Otolith
WDFW,2018,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2018,Dover Sole,Commercial,13,3C,,,"Coastal, WA ",50,6,50,0,50,Otolith
WDFW,2018,Dover Sole,Commercial,,2C,,,"U.S. Coastal, Non-WA",1,0,1,1,1,Otolith
WDFW,2018,Dover Sole,Commercial,,3A,,,"Coastal, WA ",2,0,2,2,2,Otolith
WDFW,2018,Dover Sole,Commercial,,3B,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2018,Dover Sole,Commercial,,3B,,,"Coastal, WA ",67,2,67,51,67,Otolith
WDFW,2018,Dover Sole,Commercial,,3C,,,"Coastal, WA ",150,0,150,0,0,No age structure taken
WDFW,2018,Dover Sole,Commercial,,3C,,,"Coastal, WA ",198,6,198,126,198,Otolith
WDFW,2018,Dover Sole,Commercial,,3C-S,,,"Coastal, WA ",250,0,250,0,0,No age structure taken
WDFW,2018,Dover Sole,Commercial,,3C-S,,,"Coastal, WA ",252,15,252,200,252,Otolith
WDFW,2018,Dover Sole,Commercial,,,,,"U.S. Coastal, Non-WA",1,0,1,0,1,Otolith
WDFW,2018,English Sole,Commercial,13,3C,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2018,English Sole,Commercial,13,3C,,,"Coastal, WA ",50,0,50,0,50,Otolith
WDFW,2018,English Sole,Commercial,,3C,,,"Coastal, WA ",100,0,100,0,100,Otolith
WDFW,2018,English Sole,Commercial,,3C-S,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2018,English Sole,Commercial,,3C-S,,,"Coastal, WA ",175,0,175,0,175,Otolith
WDFW,2018,Greenspotted Rockfish,Commercial,,3C-S,,,"Coastal, WA ",2,2,2,0,2,Otolith
WDFW,2018,Greenstriped Rockfish,Commercial,13,3C,,,"Coastal, WA ",3,3,3,0,0,No age structure taken
WDFW,2018,Greenstriped Rockfish,Commercial,29,4A,,,"Puget Sound, WA",1,1,1,0,0,No age structure taken
WDFW,2018,Greenstriped Rockfish,Commercial,,3A,,,"Coastal, WA ",59,0,59,0,59,Otolith
WDFW,2018,Greenstriped Rockfish,Commercial,,3B,,,"Coastal, WA ",5,5,5,0,0,No age structure taken
WDFW,2018,Greenstriped Rockfish,Commercial,,3B,,,"Coastal, WA ",4,4,4,0,4,Otolith
WDFW,2018,Greenstriped Rockfish,Commercial,,3C,,,"Coastal, WA ",16,1,16,0,16,Otolith
WDFW,2018,Greenstriped Rockfish,Commercial,,3C-S,,,"Coastal, WA ",4,0,4,0,4,Otolith
WDFW,2018,Greenstriped Rockfish,Commercial,,,,,"U.S. Coastal, Non-WA",36,0,36,0,0,No age structure taken
WDFW,2018,Greenstriped Rockfish,Commercial,,,,,"U.S. Coastal, Non-WA",59,7,59,0,59,Otolith
WDFW,2018,Harelquin Rockfish,Commercial,,3C-S,,,"Coastal, WA ",1,1,1,0,1,Otolith
WDFW,2018,Kelp Greenling,Commercial,,3A,,,"Coastal, WA ",1,1,1,0,1,Otolith
WDFW,2018,Lingcod,Commercial,13,3C,,,"Coastal, WA ",25,0,25,24,25,Fin
WDFW,2018,Lingcod,Commercial,13,3C,,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2018,Lingcod,Commercial,,3A,,,"Coastal, WA ",38,1,38,38,38,Fin
WDFW,2018,Lingcod,Commercial,,3A,,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2018,Lingcod,Commercial,,3B,,,"Coastal, WA ",81,0,81,81,81,Fin
WDFW,2018,Lingcod,Commercial,,3B,,,"Coastal, WA ",53,0,53,0,0,No age structure taken
WDFW,2018,Lingcod,Commercial,,3C,,,"Coastal, WA ",87,20,87,85,87,Fin
WDFW,2018,Lingcod,Commercial,,3C,,,"Coastal, WA ",13,0,13,0,0,No age structure taken
WDFW,2018,Lingcod,Commercial,,3C-S,,,"Coastal, WA ",72,1,72,71,72,Fin
WDFW,2018,Lingcod,Commercial,,3C-S,,,"Coastal, WA ",79,0,79,0,0,No age structure taken
WDFW,2018,Lingcod,Commercial,,,,,"U.S. Coastal, Non-WA",41,0,41,40,41,Fin
WDFW,2018,Lingcod,Commercial,,,,,"U.S. Coastal, Non-WA",1,0,1,0,0,No age structure taken
WDFW,2018,Longnose Skate,Commercial,13,3C,,,"Coastal, WA ",25,25,25,0,0,No age structure taken
WDFW,2018,Longnose Skate,Commercial,,2C,,,"U.S. Coastal, Non-WA",8,0,8,0,0,No age structure taken
WDFW,2018,Longnose Skate,Commercial,,3A,,,"Coastal, WA ",7,0,7,0,0,No age structure taken
WDFW,2018,Longnose Skate,Commercial,,3A,,,"Coastal, WA ",22,22,22,0,22,Vertebra
WDFW,2018,Longnose Skate,Commercial,,3B,,,"Coastal, WA ",10,10,10,0,10,Vertebra
WDFW,2018,Longnose Skate,Commercial,,3C,,,"Coastal, WA ",11,11,11,0,0,No age structure taken
WDFW,2018,Longnose Skate,Commercial,,3C,,,"Coastal, WA ",60,60,60,0,60,Vertebra
WDFW,2018,Longnose Skate,Commercial,,3C-S,,,"Coastal, WA ",97,97,97,0,97,Vertebra
WDFW,2018,Longnose Skate,Commercial,,,,,"U.S. Coastal, Non-WA",1,0,1,0,0,No age structure taken
WDFW,2018,Longnose Skate,Commercial,,,,,"U.S. Coastal, Non-WA",19,19,19,0,19,Vertebra
WDFW,2018,Longspine Thornyhead,Commercial,,3A,,,"Coastal, WA ",25,0,25,0,0,No age structure taken
WDFW,2018,Longspine Thornyhead,Commercial,,3B,,,"Coastal, WA ",112,0,112,0,0,No age structure taken
WDFW,2018,Longspine Thornyhead,Commercial,,3C,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2018,Longspine Thornyhead,Commercial,,3C-S,,,"Coastal, WA ",24,0,24,0,0,No age structure taken
WDFW,2018,Northern Anchovy,Commercial,,3A,,,"Coastal, WA ",100,100,100,50,100,Otolith
WDFW,2018,Northern Anchovy,Commercial,,3A,,,"Coastal, WA and Non-WA",850,850,850,742,850,Otolith
WDFW,2018,Pacific Cod,Commercial,13,3C,,,"Coastal, WA ",7,0,7,0,7,Otolith
WDFW,2018,Pacific Cod,Commercial,,3A,,,"Coastal, WA ",1,0,1,0,1,Otolith
WDFW,2018,Pacific Cod,Commercial,,3B,,,"Coastal, WA ",32,0,32,0,32,Otolith
WDFW,2018,Pacific Cod,Commercial,,3C,,,"Coastal, WA ",68,24,68,0,0,No age structure taken
WDFW,2018,Pacific Cod,Commercial,,3C,,,"Coastal, WA ",130,45,130,0,130,Otolith
WDFW,2018,Pacific Cod,Commercial,,3C-S,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2018,Pacific Cod,Commercial,,3C-S,,,"Coastal, WA ",254,2,254,0,254,Otolith
WDFW,2018,Pacific Cod,Commercial,,4A,,,"Puget Sound, WA",75,0,75,0,0,No age structure taken
WDFW,2018,Pacific Cod,Commercial,,4A,,,"Puget Sound, WA",154,0,154,0,154,Otolith
WDFW,2018,Pacific Hagfish,Commercial,12,3B,,,"Coastal, WA ",100,100,100,0,0,No age structure taken
WDFW,2018,Pacific Hagfish,Commercial,,2C,,,"U.S. Coastal, Non-WA",143,143,143,0,0,No age structure taken
WDFW,2018,Pacific Hagfish,Commercial,,3A,,,"Coastal, WA ",300,300,300,0,0,No age structure taken
WDFW,2018,Pacific Hagfish,Commercial,,3A,,,"Coastal, WA and Non-WA",50,50,50,0,0,No age structure taken
WDFW,2018,Pacific Hagfish,Commercial,,3A,,,"U.S. Coastal, Non-WA",45,45,45,0,0,No age structure taken
WDFW,2018,Pacific Hagfish,Commercial,,3B,,,"Coastal, WA ",199,200,200,0,0,No age structure taken
WDFW,2018,Pacific Ocean Perch,Commercial,13,3C,,,"Coastal, WA ",50,0,50,0,50,Otolith
WDFW,2018,Pacific Ocean Perch,Commercial,,3A,,,"Coastal, WA ",75,17,75,0,75,Otolith
WDFW,2018,Pacific Ocean Perch,Commercial,,3B,,,"Coastal, WA ",21,5,21,0,21,Otolith
WDFW,2018,Pacific Ocean Perch,Commercial,,3C,,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2018,Pacific Ocean Perch,Commercial,,3C,,,"Coastal, WA ",71,0,71,0,71,Otolith
WDFW,2018,Pacific Ocean Perch,Commercial,,3C-S,,,"Coastal, WA ",122,2,122,0,122,Otolith
WDFW,2018,Pacific Ocean Perch,Commercial,,,,,"U.S. Coastal, Non-WA",10,1,10,0,10,Otolith
WDFW,2018,Pacific Whiting (Hake),Commercial,,2C,,,"U.S. Coastal, Non-WA",100,0,100,0,0,No age structure taken
WDFW,2018,Pacific Whiting (Hake),Commercial,,2C,,,"U.S. Coastal, Non-WA",20,20,20,20,20,Otolith
WDFW,2018,Pacific Whiting (Hake),Commercial,,3A,,,"Coastal, WA ",880,80,880,0,0,No age structure taken
WDFW,2018,Pacific Whiting (Hake),Commercial,,3A,,,"Coastal, WA ",80,80,80,80,80,Otolith
WDFW,2018,Pacific Whiting (Hake),Commercial,,3B,,,"Coastal, WA ",420,20,420,0,0,No age structure taken
WDFW,2018,Pacific Whiting (Hake),Commercial,,3B,,,"Coastal, WA ",60,60,60,60,60,Otolith
WDFW,2018,Pacific Whiting (Hake),Commercial,,3C,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2018,Pacific Whiting (Hake),Commercial,,3C,,,"Coastal, WA ",20,20,20,20,20,Otolith
WDFW,2018,Pacific Whiting (Hake),Commercial,,3C-S,,,"Coastal, WA ",300,0,300,0,0,No age structure taken
WDFW,2018,Pacific Whiting (Hake),Commercial,,3C-S,,,"Coastal, WA ",60,60,60,60,60,Otolith
WDFW,2018,Petrale Sole,Commercial,13,3C,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2018,Petrale Sole,Commercial,13,3C,,,"Coastal, WA ",50,0,50,50,50,Otolith
WDFW,2018,Petrale Sole,Commercial,,2C,,,"U.S. Coastal, Non-WA",6,0,6,6,6,Otolith
WDFW,2018,Petrale Sole,Commercial,,3A,,,"Coastal, WA ",55,0,55,55,55,Otolith
WDFW,2018,Petrale Sole,Commercial,,3A,,,"Coastal, WA and Non-WA",7,0,7,7,7,Otolith
WDFW,2018,Petrale Sole,Commercial,,3B,,,"Coastal, WA ",250,0,250,0,0,No age structure taken
WDFW,2018,Petrale Sole,Commercial,,3B,,,"Coastal, WA ",101,0,101,100,101,Otolith
WDFW,2018,Petrale Sole,Commercial,,3C,,,"Coastal, WA ",205,0,205,0,0,No age structure taken
WDFW,2018,Petrale Sole,Commercial,,3C,,,"Coastal, WA ",204,0,204,203,204,Otolith
WDFW,2018,Petrale Sole,Commercial,,3C-S,,,"Coastal, WA ",400,0,400,0,0,No age structure taken
WDFW,2018,Petrale Sole,Commercial,,3C-S,,,"Coastal, WA ",314,0,314,312,314,Otolith
WDFW,2018,Petrale Sole,Commercial,,,,,"U.S. Coastal, Non-WA",10,0,10,10,10,Otolith
WDFW,2018,Quillback Rockfish,Commercial,29,4A,,,"Puget Sound, WA",5,5,5,0,0,No age structure taken
WDFW,2018,Quillback Rockfish,Commercial,29,4A,,,"Puget Sound, WA",2,2,2,2,2,Otolith
WDFW,2018,Quillback Rockfish,Commercial,,3B,,,"Coastal, WA ",1,0,1,1,1,Otolith
WDFW,2018,Quillback Rockfish,Commercial,,4A,,,"Puget Sound, WA",1,1,1,1,1,Otolith
WDFW,2018,Redbanded Rockfish,Commercial,12,3B,,,"Coastal, WA ",15,0,15,0,15,Otolith
WDFW,2018,Redbanded Rockfish,Commercial,13,3C,,,"Coastal, WA ",33,7,33,0,0,No age structure taken
WDFW,2018,Redbanded Rockfish,Commercial,,2C,,,"U.S. Coastal, Non-WA",1,1,1,0,1,Otolith
WDFW,2018,Redbanded Rockfish,Commercial,,3A,,,"Coastal, WA ",193,0,193,0,0,No age structure taken
WDFW,2018,Redbanded Rockfish,Commercial,,3A,,,"Coastal, WA ",136,0,136,0,136,Otolith
WDFW,2018,Redbanded Rockfish,Commercial,,3A,,,"U.S. Coastal, Non-WA",9,0,9,0,0,No age structure taken
WDFW,2018,Redbanded Rockfish,Commercial,,3B,,,"Coastal, WA ",76,1,76,0,76,Otolith
WDFW,2018,Redbanded Rockfish,Commercial,,3C,,,"Coastal, WA ",223,0,223,0,0,No age structure taken
WDFW,2018,Redbanded Rockfish,Commercial,,3C,,,"Coastal, WA ",247,9,247,0,247,Otolith
WDFW,2018,Redbanded Rockfish,Commercial,,3C-S,,,"Coastal, WA ",149,0,149,0,0,No age structure taken
WDFW,2018,Redbanded Rockfish,Commercial,,3C-S,,,"Coastal, WA ",170,0,170,0,170,Otolith
WDFW,2018,Redbanded Rockfish,Commercial,,,,,"U.S. Coastal, Non-WA",26,0,26,0,0,No age structure taken
WDFW,2018,Redbanded Rockfish,Commercial,,,,,"U.S. Coastal, Non-WA",93,18,93,0,93,Otolith
WDFW,2018,Redstripe Rockfish,Commercial,,3A,,,"Coastal, WA ",68,0,68,0,0,No age structure taken
WDFW,2018,Redstripe Rockfish,Commercial,,3A,,,"Coastal, WA ",94,55,94,0,94,Otolith
WDFW,2018,Redstripe Rockfish,Commercial,,3B,,,"Coastal, WA ",9,5,9,0,9,Otolith
WDFW,2018,Redstripe Rockfish,Commercial,,3C,,,"Coastal, WA ",31,0,31,0,31,Otolith
WDFW,2018,Redstripe Rockfish,Commercial,,3C-S,,,"Coastal, WA ",6,0,6,0,6,Otolith
WDFW,2018,Rex Sole,Commercial,13,3C,,,"Coastal, WA ",100,0,100,0,0,No age structure taken
WDFW,2018,Rex Sole,Commercial,,3C,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2018,Rex Sole,Commercial,,3C,,,"Coastal, WA ",150,0,150,0,150,Otolith
WDFW,2018,Rex Sole,Commercial,,3C-S,,,"Coastal, WA ",50,0,50,0,0,No age structure taken
WDFW,2018,Rex Sole,Commercial,,3C-S,,,"Coastal, WA ",200,0,200,0,200,Otolith
WDFW,2018,Rosethorn Rockfish,Commercial,13,3C,,,"Coastal, WA ",6,6,6,0,0,No age structure taken
WDFW,2018,Rosethorn Rockfish,Commercial,,2C,,,"U.S. Coastal, Non-WA",1,1,1,0,1,Otolith
WDFW,2018,Rosethorn Rockfish,Commercial,,3A,,,"Coastal, WA ",14,0,14,0,0,No age structure taken
WDFW,2018,Rosethorn Rockfish,Commercial,,3A,,,"Coastal, WA ",69,0,69,0,69,Otolith
WDFW,2018,Rosethorn Rockfish,Commercial,,3A,,,"U.S. Coastal, Non-WA",2,0,2,0,2,Otolith
WDFW,2018,Rosethorn Rockfish,Commercial,,3B,,,"Coastal, WA ",10,0,10,0,10,Otolith
WDFW,2018,Rosethorn Rockfish,Commercial,,3C,,,"Coastal, WA ",41,24,41,0,41,Otolith
WDFW,2018,Rosethorn Rockfish,Commercial,,,,,"U.S. Coastal, Non-WA",17,1,17,0,17,Otolith
WDFW,2018,Rougheye Rockfish,Commercial,13,3C,,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2018,Rougheye Rockfish,Commercial,29,4A,,,"Puget Sound, WA",1,1,1,0,0,No age structure taken
WDFW,2018,Rougheye Rockfish,Commercial,,2C,,,"U.S. Coastal, Non-WA",1,1,1,0,1,Otolith
WDFW,2018,Rougheye Rockfish,Commercial,,3A,,,"Coastal, WA ",216,0,216,0,0,No age structure taken
WDFW,2018,Rougheye Rockfish,Commercial,,3A,,,"Coastal, WA ",101,0,101,0,101,Otolith
